from,to,exp,tol,peso,sensibilidad,especificidad,obligatorio
a252,x1703,0.9,0.43,0.51,0.48,0.24,True
a253,x1109,0.78,0.49,0.22,0.76,0.33,False
a253,x521,0.67,0.41,0.86,0.72,0.4,False
a253,x303,0.91,0.12,0.91,0.84,0.9,False
a253,x427,0.6,0.41,0.24,0.84,0.58,True
a253,x1254,0.89,0.16,0.91,0.48,0.94,True
a253,x1324,0.91,0.13,0.3,0.87,0.59,True
a253,x2284,0.76,0.39,0.86,0.84,0.7,False
a253,x2862,0.76,0.43,0.91,0.94,0.85,False
a253,x2956,0.63,0.42,0.8,0.39,0.92,False
a253,x1226,0.74,0.27,0.57,0.73,0.88,True
a253,x2938,0.72,0.24,0.74,0.77,0.55,True
a253,x453,0.9,0.13,0.78,0.33,0.76,True
a253,x1658,0.51,0.17,0.42,0.77,0.94,False
a253,x2604,0.92,0.39,0.32,0.69,0.35,False
a253,x2752,0.96,0.14,0.87,0.51,0.76,True
a253,x703,0.7,0.36,0.88,0.83,0.96,False
a253,x1773,0.55,0.3,0.48,0.62,0.98,True
a253,x201,0.58,0.24,0.76,0.94,0.79,True
a253,x121,0.96,0.3,0.24,0.46,0.23,False
a253,x1262,0.95,0.43,0.44,0.7,0.52,False
a254,x2530,0.76,0.29,0.66,0.62,0.67,True
a254,x379,0.91,0.36,0.58,0.34,0.68,True
a254,x8,0.52,0.28,0.28,0.91,0.49,False
a254,x2309,0.58,0.4,0.26,0.51,0.79,True
a254,x284,0.79,0.32,0.77,0.31,0.98,True
a254,x253,0.75,0.2,0.94,0.31,0.47,True
a254,x1069,0.54,0.4,0.34,0.78,0.57,True
a254,x2876,0.64,0.4,0.45,0.82,0.32,True
a254,x2419,0.62,0.42,0.71,0.73,0.67,False
a254,x895,0.7,0.15,0.78,0.46,0.85,False
a254,x1718,0.69,0.46,0.98,0.65,0.76,True
a254,x152,0.86,0.2,0.92,0.86,0.6,False
a254,x183,0.93,0.19,0.76,0.66,0.75,True
a254,x1099,0.77,0.21,0.55,0.52,0.92,False
a255,x1180,0.71,0.37,0.78,0.3,0.31,True
a255,x458,0.55,0.22,0.32,1.0,0.59,True
a255,x1917,0.51,0.36,0.28,0.85,0.27,True
a255,x1165,0.99,0.43,0.77,0.36,0.74,False
a255,x840,0.99,0.22,0.41,0.53,0.48,True
a255,x1194,0.57,0.49,0.97,0.33,0.85,True
a255,x2452,0.76,0.45,0.7,1.0,0.96,True
a255,x1291,0.96,0.13,0.64,0.49,0.68,False
a255,x915,0.9,0.17,0.7,0.78,0.84,True
a255,x500,0.83,0.31,0.48,0.36,0.57,True
a255,x1120,0.66,0.15,0.68,0.3,0.31,True
a255,x326,0.98,0.2,0.38,0.35,0.41,True
a255,x2632,0.68,0.42,0.93,0.75,0.37,False
a255,x1017,0.85,0.46,0.29,0.44,0.71,True
a255,x2903,0.71,0.29,0.24,0.67,0.67,True
a256,x656,0.94,0.36,0.93,0.75,0.52,False
a256,x1173,0.8,0.41,0.67,0.58,0.41,False
a256,x2866,0.63,0.29,0.84,0.38,0.33,True
a256,x1572,0.97,0.44,0.68,0.36,0.52,True
a256,x1344,0.99,0.34,0.28,0.75,0.69,True
a256,x2669,0.61,0.13,0.24,0.97,0.42,True
a256,x1182,0.64,0.42,0.83,0.39,0.48,False
a256,x1555,1.0,0.45,0.8,0.39,0.31,True
a256,x75,0.71,0.48,0.86,0.77,0.42,True
a256,x2106,0.86,0.4,0.4,0.95,0.95,True
a256,x2175,0.55,0.16,0.42,0.48,0.9,True
a256,x877,0.66,0.47,0.84,0.85,0.35,True
a256,x2742,0.8,0.31,0.84,0.8,0.98,False
a256,x2142,0.61,0.35,0.47,0.65,0.89,True
a256,x2509,0.78,0.18,0.2,0.43,0.48,True
a256,x1518,0.95,0.21,0.97,0.61,0.85,True
a256,x2793,0.52,0.37,0.74,0.54,0.83,False
a257,x213,1.0,0.18,0.81,0.59,0.4,False
a257,x268,1.0,0.35,0.61,0.89,0.52,False
a257,x2057,0.96,0.39,0.57,0.67,0.26,False
a257,x2013,0.71,0.13,0.24,0.56,0.36,False
a257,x746,0.62,0.29,0.32,0.75,0.28,True
a257,x1245,0.61,0.47,0.86,0.63,0.91,True
a257,x2618,0.85,0.11,0.96,0.78,0.34,False
a257,x1826,0.54,0.43,0.44,0.75,0.78,False
a257,x709,0.69,0.28,0.46,0.82,0.58,False
a257,x1002,0.69,0.25,0.91,0.92,0.25,False
a257,x2797,1.0,0.31,0.75,0.72,0.72,False
a257,x307,0.67,0.23,0.76,0.77,0.32,False
a258,x689,0.56,0.43,0.58,0.4,0.69,False
a258,x346,0.94,0.21,0.79,0.4,0.65,True
a258,x2366,0.96,0.19,0.71,0.51,0.44,True
a258,x2235,0.92,0.25,0.21,0.98,0.42,True
a258,x1089,0.86,0.29,0.27,0.78,0.99,False
a258,x90,0.57,0.19,0.56,0.61,0.45,True
a258,x2501,0.7,0.27,0.56,0.54,0.72,True
a259,x2479,0.85,0.26,0.25,0.8,0.3,True
a259,x2490,0.86,0.39,0.61,0.9,0.75,False
a259,x2472,0.92,0.19,0.74,0.47,0.83,False
a259,x1410,0.94,0.17,0.48,0.32,0.7,True
a259,x2344,0.58,0.15,0.65,0.82,0.67,False
a259,x2191,0.67,0.23,0.96,0.32,0.3,False
a259,x1571,0.73,0.14,0.53,0.31,0.76,True
a259,x2508,0.66,0.43,0.9,0.41,0.78,True
a259,x1040,0.88,0.1,0.95,0.48,0.7,True
a259,x324,0.82,0.21,0.34,0.55,0.23,False
a260,x776,0.95,0.31,0.63,0.89,0.82,False
a260,x552,0.98,0.27,0.91,0.3,0.61,False
a260,x981,0.54,0.41,0.96,0.81,0.72,True
a260,x1790,0.78,0.21,0.89,0.6,0.95,False
a260,x1747,0.76,0.26,0.93,0.8,0.88,True
a260,x729,0.99,0.45,0.67,0.78,0.93,True
a260,x832,0.64,0.11,0.27,0.78,0.39,False
a261,x458,0.77,0.14,0.92,0.31,0.79,False
a261,x2661,0.91,0.21,0.43,0.55,0.87,False
a261,x2010,0.99,0.43,0.76,0.83,0.5,True
a261,x2295,0.61,0.49,0.65,0.77,0.47,False
a261,x1586,0.67,0.49,0.64,0.57,0.23,True
a261,x2363,0.8,0.41,0.71,0.68,0.82,False
a261,x943,0.78,0.37,0.46,0.71,0.69,True
a262,x2468,0.71,0.35,0.81,0.79,0.74,False
a262,x59,0.73,0.26,0.95,0.84,0.84,True
a262,x1258,0.73,0.22,0.36,0.58,0.46,False
a262,x2336,0.92,0.2,0.61,0.75,0.34,True
a262,x155,0.65,0.39,0.71,0.47,0.84,False
a263,x2200,0.63,0.15,0.33,0.66,0.33,True
a263,x1410,0.85,0.47,0.79,0.44,0.63,True
a263,x2614,0.67,0.39,0.58,0.32,0.39,True
a263,x773,0.62,0.43,0.54,0.96,0.47,True
a263,x7,0.75,0.32,0.39,0.94,0.68,True
a263,x2920,0.68,0.2,0.92,0.92,0.77,False
a263,x707,0.82,0.11,0.55,0.98,0.2,True
a263,x1518,0.52,0.49,0.32,0.88,0.94,False
a263,x1983,0.81,0.31,0.68,0.39,0.94,True
a263,x1942,0.7,0.36,0.81,0.78,0.49,True
a263,x2482,0.57,0.41,0.64,0.78,0.25,False
a263,x938,0.95,0.19,0.95,0.85,0.48,True
a263,x73,0.7,0.24,0.62,0.54,0.44,True
a263,x2699,0.74,0.29,0.49,0.87,0.75,True
a264,x1353,0.59,0.1,0.77,0.99,0.88,True
a264,x244,0.6,0.4,0.56,0.54,0.46,False
a264,x2161,0.82,0.33,0.96,0.4,0.82,True
a264,x2817,0.88,0.13,0.84,0.63,0.97,False
a264,x1893,0.54,0.25,0.7,0.85,0.28,False
a264,x2638,0.73,0.26,0.41,0.52,0.9,True
a264,x1863,0.77,0.31,0.63,0.43,0.81,True
a264,x726,0.74,0.14,0.57,0.37,0.9,True
a265,x1376,0.55,0.25,0.42,0.75,0.43,True
a265,x2429,0.92,0.42,0.42,0.45,0.65,True
a265,x1495,0.58,0.16,0.22,0.77,0.58,False
a265,x32,0.59,0.22,0.56,0.79,0.55,True
a265,x1644,0.91,0.21,0.25,0.64,0.68,True
a265,x2944,1.0,0.21,0.21,0.43,0.95,False
a265,x661,0.99,0.18,0.66,0.95,0.71,True
a265,x1482,0.71,0.12,0.76,0.33,0.55,False
a265,x2126,0.98,0.21,0.75,0.56,0.48,True
a265,x742,0.59,0.38,0.47,0.39,0.99,True
a265,x2273,0.84,0.25,0.78,0.91,0.45,True
a265,x2098,0.81,0.11,0.45,0.51,0.31,True
a265,x86,0.84,0.28,0.34,0.35,0.54,True
a265,x2482,0.69,0.13,0.29,0.44,0.84,False
a265,x1651,0.5,0.23,0.35,0.62,0.62,False
a266,x1305,0.84,0.35,0.4,0.65,0.28,True
a266,x1037,0.76,0.44,0.65,0.41,0.63,True
a266,x2340,0.54,0.34,0.76,0.72,0.47,True
a266,x913,0.62,0.17,0.39,0.59,0.85,True
a266,x1246,0.89,0.23,0.57,0.46,0.98,False
a266,x1639,0.79,0.1,0.97,0.66,0.65,True
a266,x221,0.66,0.35,0.6,0.7,0.47,True
a266,x1626,0.98,0.12,0.95,0.64,0.94,True
a266,x1611,0.81,0.15,0.98,0.37,0.68,True
a266,x1298,0.97,0.44,0.93,0.74,0.41,False
a266,x2322,0.9,0.32,0.51,0.48,0.49,True
a266,x1613,0.64,0.42,0.3,0.7,0.88,False
a266,x1023,0.83,0.15,0.97,0.54,0.25,False
a266,x991,0.98,0.2,0.99,0.82,0.94,False
a266,x2912,0.87,0.24,0.69,0.52,0.9,False
a266,x1435,0.96,0.4,0.63,0.61,0.22,False
a266,x331,0.95,0.16,0.98,0.67,0.61,False
a267,x630,0.95,0.15,0.44,0.65,0.42,True
a267,x850,0.7,0.19,0.73,0.4,0.29,False
a267,x2750,0.56,0.22,0.84,0.64,0.62,True
a267,x532,0.72,0.21,0.91,0.7,0.89,True
a267,x2990,0.86,0.16,0.83,0.86,0.57,True
a267,x2775,0.77,0.11,0.67,0.34,0.45,True
a267,x2000,0.57,0.41,0.49,0.95,0.89,False
a267,x2043,0.76,0.44,0.53,0.69,0.31,True
a267,x410,0.52,0.14,0.89,0.56,0.5,True
a267,x778,0.83,0.1,0.72,0.42,0.48,True
a268,x2393,0.55,0.29,0.84,0.95,0.35,False
a268,x1352,0.68,0.26,0.74,0.4,0.84,True
a268,x2368,0.73,0.28,0.29,0.9,0.38,False
a268,x313,0.61,0.49,0.9,0.3,0.76,False
a268,x463,0.92,0.29,0.53,0.8,0.89,False
a268,x147,0.86,0.44,0.56,0.95,0.51,False
a268,x623,0.78,0.38,0.3,0.62,0.35,False
a268,x248,0.71,0.36,0.81,0.61,0.68,False
a268,x133,0.69,0.37,0.98,0.68,0.99,False
a268,x1246,0.82,0.35,0.52,0.97,0.81,False
a268,x2835,0.6,0.23,0.6,0.78,0.65,True
a268,x1706,0.5,0.36,0.53,0.94,0.52,False
a268,x1061,0.69,0.23,0.87,0.54,0.73,False
a268,x393,0.62,0.42,0.3,0.67,0.93,True
a268,x2190,0.98,0.31,0.84,0.9,0.84,False
a268,x266,0.88,0.4,0.24,0.46,0.55,True
a268,x2180,0.88,0.41,0.22,0.72,0.4,True
a268,x2100,0.5,0.27,0.29,0.98,0.83,False
a268,x1429,0.75,0.22,0.71,0.94,0.34,False
a268,x1216,0.85,0.45,0.98,0.91,0.75,True
a269,x882,0.73,0.47,0.89,0.94,0.51,False
a269,x2553,0.74,0.13,0.57,0.32,0.23,True
a269,x300,0.99,0.1,0.39,0.9,0.26,True
a269,x643,0.52,0.37,0.59,0.75,0.92,False
a269,x632,0.71,0.17,0.43,0.99,0.36,False
a269,x2244,0.82,0.22,0.49,0.91,0.24,True
a269,x350,0.94,0.14,0.74,0.59,0.54,True
a269,x929,0.76,0.34,0.8,0.5,0.97,True
a269,x1983,0.67,0.47,0.52,0.59,0.68,False
a269,x2548,0.7,0.35,0.71,0.51,0.93,False
a269,x2067,0.95,0.35,0.3,0.46,0.95,True
a269,x662,0.77,0.3,0.29,0.33,0.43,False
a269,x356,0.98,0.18,0.31,0.48,0.44,True
a269,x2996,0.89,0.43,0.27,0.49,0.86,False
a269,x633,0.87,0.35,0.38,0.5,0.83,True
a270,x2586,0.96,0.38,0.27,0.34,0.89,False
a270,x2667,0.55,0.46,0.49,0.88,0.63,False
a270,x2112,0.62,0.19,0.24,0.86,0.29,False
a270,x70,0.6,0.13,0.39,0.89,0.91,True
a270,x1893,0.99,0.3,0.44,0.6,0.41,True
a270,x2641,0.58,0.2,0.69,0.48,0.88,True
a270,x2706,0.51,0.14,0.73,0.39,0.45,False
a270,x2885,0.66,0.37,0.57,0.53,0.97,False
a270,x2469,0.66,0.31,0.31,0.47,0.46,True
a270,x1210,0.5,0.49,0.79,0.8,0.97,True
a270,x2798,0.63,0.5,0.55,0.93,0.57,True
a270,x2221,0.97,0.21,0.71,0.4,0.42,True
a270,x1064,0.54,0.49,0.57,0.33,0.8,True
a270,x2569,0.66,0.23,0.79,0.79,0.96,True
a270,x1801,0.59,0.28,0.82,0.85,0.37,True
a270,x1349,0.58,0.36,0.49,0.39,0.5,True
a270,x1872,0.51,0.49,0.42,0.35,0.55,True
a271,x692,0.6,0.15,0.7,0.76,0.42,True
a271,x172,0.84,0.2,0.79,0.46,0.32,True
a271,x245,0.92,0.11,0.96,0.73,0.83,False
a271,x2979,0.9,0.17,0.82,0.59,0.53,True
a271,x787,0.82,0.4,0.32,0.32,0.31,True
a271,x412,0.86,0.44,0.92,0.82,0.35,True
a271,x2324,0.91,0.21,0.31,0.44,0.59,False
a271,x1943,0.71,0.46,0.83,0.5,0.75,False
a271,x30,0.91,0.4,0.75,0.94,0.83,True
a271,x2250,0.5,0.32,0.82,0.65,0.4,True
a271,x2294,0.91,0.36,0.55,0.31,0.84,True
a271,x665,0.71,0.14,0.28,0.72,0.27,True
a271,x525,0.64,0.29,0.33,0.34,0.98,False
a271,x431,0.56,0.5,0.59,0.81,0.52,False
a271,x2368,0.53,0.49,0.97,0.52,0.98,False
a271,x2758,0.55,0.33,0.89,0.59,0.29,True
a271,x386,0.77,0.38,0.87,0.32,0.83,False
a272,x1313,0.62,0.2,0.85,0.45,0.41,False
a272,x2430,0.95,0.23,0.47,0.44,0.79,True
a272,x663,0.97,0.36,0.69,0.64,0.97,True
a272,x1045,0.66,0.17,0.67,0.58,0.63,True
a272,x1556,0.79,0.14,0.55,0.68,0.23,False
a272,x2860,0.54,0.18,0.95,0.99,0.29,True
a272,x2187,0.67,0.36,0.7,0.33,0.93,True
a272,x2724,0.58,0.4,0.46,0.53,0.54,True
a272,x2391,0.76,0.11,0.43,0.33,0.49,False
a272,x646,1.0,0.49,0.49,0.39,0.84,True
a272,x2102,0.72,0.18,0.43,0.58,0.27,True
a272,x1837,0.94,0.24,0.75,0.57,0.86,True
a272,x402,0.76,0.33,0.95,0.52,0.31,False
a272,x1450,0.98,0.12,0.94,0.51,0.57,True
a272,x2877,0.98,0.34,0.73,0.55,0.65,True
a273,x2658,0.91,0.39,0.86,0.77,0.85,True
a273,x2392,0.68,0.18,0.24,0.7,0.45,False
a273,x2998,0.53,0.27,0.32,0.62,0.9,False
a273,x978,0.75,0.48,0.74,0.63,0.4,False
a273,x290,0.58,0.25,0.69,0.64,0.3,True
a273,x233,0.7,0.32,0.7,0.66,0.22,False
a273,x1626,0.67,0.13,0.37,1.0,0.67,False
a273,x1136,0.8,0.39,0.56,0.6,0.33,True
a273,x342,0.72,0.31,0.42,0.89,0.6,False
a273,x1159,0.58,0.35,0.25,1.0,0.56,True
a273,x2739,0.87,0.5,0.24,0.56,0.53,True
a273,x188,0.98,0.11,0.78,0.69,0.64,True
a273,x1867,0.6,0.37,0.38,0.77,0.78,False
a274,x2815,0.57,0.25,0.47,0.51,0.53,False
a274,x1060,0.89,0.22,0.5,0.81,0.79,False
a274,x124,0.88,0.4,0.66,0.64,0.68,True
a274,x2797,0.92,0.2,0.63,0.54,0.75,True
a274,x2102,0.77,0.31,0.3,0.33,0.82,True
a274,x1009,0.99,0.41,0.7,0.33,0.78,False
a275,x799,0.71,0.21,0.98,0.54,0.42,True
a275,x1580,0.91,0.44,0.6,0.93,0.86,False
a275,x2921,0.92,0.24,0.2,0.86,0.32,False
a275,x2924,0.67,0.31,0.33,0.66,0.39,True
a275,x1516,0.91,0.1,0.7,0.68,0.98,True
a275,x954,0.61,0.32,0.56,0.87,0.47,False
a275,x2374,0.78,0.46,0.54,0.81,0.45,True
a275,x1351,0.84,0.44,0.35,0.48,0.97,True
a275,x441,0.7,0.26,0.51,0.52,0.98,True
a276,x2363,0.55,0.29,0.33,0.65,0.22,True
a276,x1301,0.68,0.19,0.93,0.32,0.25,False
a276,x1153,0.74,0.38,0.76,0.53,0.95,True
a276,x2865,0.95,0.46,0.63,0.58,0.43,True
a276,x1294,0.84,0.25,0.32,0.49,0.8,True
a276,x103,0.55,0.48,0.39,0.49,0.54,False
a277,x1646,0.84,0.34,0.79,0.96,0.61,False
a277,x1870,0.66,0.32,0.36,0.93,0.84,False
a277,x2357,0.98,0.27,0.55,0.47,0.71,True
a277,x1759,0.98,0.22,0.85,0.87,0.83,True
a277,x36,0.71,0.48,0.81,0.54,0.89,True
a277,x1590,0.7,0.2,0.96,0.73,0.47,True
a277,x2919,0.95,0.23,0.84,0.73,0.8,False
a277,x2289,0.86,0.17,0.42,0.71,0.3,False
a277,x1111,0.61,0.4,0.38,0.81,0.53,False
a277,x700,0.54,0.26,0.9,0.89,0.95,True
a277,x988,0.59,0.33,0.36,0.78,0.43,False
a277,x1396,0.75,0.29,0.29,0.72,0.41,True
a277,x1953,0.98,0.25,0.28,0.57,0.46,True
a277,x1851,0.52,0.46,0.5,0.5,0.6,False
a277,x478,0.89,0.34,0.95,0.46,0.81,False
a277,x1131,0.65,0.22,0.24,0.95,0.29,False
a277,x244,0.56,0.33,0.72,0.32,0.48,False
a278,x2802,0.56,0.24,0.6,0.61,0.78,True
a278,x2047,0.72,0.39,0.69,0.92,0.27,True
a278,x735,0.57,0.25,0.92,0.84,0.9,False
a278,x2141,0.78,0.35,0.22,0.39,0.38,True
a278,x2184,0.87,0.21,0.72,0.81,0.49,True
a278,x2155,0.68,0.23,0.75,0.75,0.82,True
a278,x2365,0.69,0.24,0.61,0.84,0.38,True
a278,x2431,0.76,0.19,0.51,0.85,0.84,True
a278,x1595,0.98,0.27,0.64,0.98,0.79,True
a278,x988,0.79,0.43,0.44,0.69,0.48,True
a278,x2590,0.72,0.22,0.85,0.67,0.87,True
a278,x38,0.8,0.16,0.98,0.53,0.36,False
a278,x168,0.55,0.44,0.75,0.78,0.4,False
a278,x1315,0.57,0.2,0.71,0.47,0.49,True
a278,x2501,0.83,0.14,0.6,0.97,0.59,True
a278,x2054,0.53,0.43,0.26,0.86,0.64,True
a279,x2918,0.63,0.28,0.61,0.95,0.66,True
a279,x484,0.67,0.1,0.61,0.85,0.39,True
a279,x2742,0.64,0.31,0.91,0.36,0.29,False
a279,x146,0.66,0.42,0.22,0.46,0.33,True
a279,x266,0.99,0.27,0.56,0.71,0.87,False
a279,x478,0.84,0.32,0.59,0.92,0.58,False
a279,x1751,0.86,0.26,0.92,0.44,0.57,True
a280,x2431,0.5,0.37,0.93,0.56,0.71,True
a280,x2505,0.98,0.34,0.89,0.45,0.93,True
a280,x1102,0.51,0.49,0.8,0.34,0.84,False
a280,x2361,0.84,0.17,0.55,0.55,0.3,False
a280,x41,0.66,0.47,0.34,0.55,0.24,True
a280,x834,0.5,0.48,0.51,0.84,0.74,True
a280,x6,0.86,0.13,0.55,0.74,0.3,True
a280,x339,0.53,0.28,0.67,0.82,0.22,False
a280,x182,0.99,0.43,0.56,0.91,0.69,True
a280,x963,0.83,0.2,0.23,0.59,0.9,False
a280,x2839,0.53,0.32,0.23,0.72,0.66,True
a280,x2189,0.89,0.24,0.78,0.88,0.33,False
a281,x1301,0.77,0.43,0.68,0.87,0.24,True
a281,x820,0.97,0.46,0.35,0.75,0.75,True
a281,x632,0.74,0.38,0.69,0.57,0.65,True
a281,x2836,0.67,0.35,0.86,0.87,0.86,False
a281,x2461,0.78,0.14,0.39,0.38,0.79,True
a281,x1446,0.63,0.4,0.73,0.94,0.59,False
a281,x1784,0.53,0.33,0.97,0.58,0.82,True
a281,x1817,0.78,0.33,0.58,0.33,0.99,False
a281,x2635,0.72,0.18,0.42,0.3,0.96,False
a281,x409,0.58,0.19,0.92,0.36,0.36,True
a282,x575,0.72,0.37,0.63,0.41,0.61,True
a282,x854,0.83,0.29,0.85,0.66,0.24,False
a282,x2856,0.5,0.46,0.21,0.83,0.71,False
a282,x2917,0.85,0.11,0.98,0.93,0.37,True
a282,x1181,0.7,0.38,0.94,0.9,0.54,False
a282,x2990,0.7,0.41,0.6,0.59,0.85,True
a282,x517,0.92,0.19,0.74,0.9,0.99,False
a282,x1624,0.68,0.31,0.22,0.59,0.3,False
a282,x539,0.6,0.27,0.62,0.44,0.62,True
a283,x1111,0.95,0.48,0.81,0.81,0.76,False
a283,x2046,0.97,0.41,0.5,0.8,0.94,False
a283,x2408,0.81,0.21,0.79,0.74,0.48,False
a283,x1641,0.98,0.19,0.43,0.87,0.99,False
a283,x568,0.99,0.42,0.41,0.59,0.2,True
a283,x1780,0.99,0.25,0.39,0.69,0.38,False
a283,x674,0.83,0.18,0.22,0.71,0.25,True
a283,x797,0.73,0.48,0.77,0.37,0.69,False
a283,x218,0.94,0.34,0.37,0.78,0.6,True
a283,x1936,0.55,0.17,0.67,0.49,0.45,True
a283,x953,0.55,0.28,0.64,0.82,0.31,False
a283,x1209,0.59,0.44,0.79,0.64,0.87,False
a283,x1090,0.77,0.22,0.55,0.63,0.73,True
a283,x1124,0.75,0.36,0.32,0.57,0.99,False
a283,x1141,0.79,0.48,0.42,0.77,0.58,True
a283,x2861,0.76,0.17,0.88,0.99,0.98,True
a284,x1315,0.8,0.43,0.54,0.76,0.53,False
a284,x537,0.51,0.47,0.43,0.5,0.61,False
a284,x1406,0.67,0.12,0.55,0.96,0.94,False
a284,x2417,0.86,0.37,0.72,0.43,0.45,False
a284,x212,0.66,0.45,0.82,0.34,0.89,True
a284,x2310,0.84,0.37,0.26,0.91,0.59,False
a284,x2444,0.52,0.47,0.55,0.61,0.61,False
a284,x550,0.76,0.35,0.28,0.44,0.24,False
a284,x1578,0.86,0.16,0.83,1.0,0.26,True
a284,x2490,0.57,0.1,0.31,0.7,0.86,True
a284,x58,0.93,0.13,0.69,0.39,0.97,False
a284,x506,0.73,0.31,0.62,0.91,0.51,True
a284,x2892,0.81,0.3,0.79,0.67,0.85,False
a285,x1489,0.53,0.26,0.22,0.94,0.95,True
a285,x1745,0.83,0.28,0.21,0.84,0.84,True
a285,x1140,0.92,0.29,0.83,0.44,0.81,True
a285,x1397,0.78,0.31,0.9,0.52,0.9,True
a285,x1082,0.86,0.49,0.32,0.74,0.86,False
a285,x2268,0.65,0.48,0.38,0.75,0.45,False
a285,x1957,0.63,0.28,0.87,0.65,0.34,False
a285,x486,0.63,0.17,0.62,0.61,0.46,True
a285,x14,0.67,0.28,0.75,0.42,0.95,False
a285,x1287,0.86,0.37,0.95,0.32,0.55,True
a285,x934,0.81,0.3,0.43,0.84,0.57,True
a285,x1410,0.86,0.28,0.64,0.63,0.29,True
a285,x172,0.51,0.24,0.27,0.66,0.24,False
a285,x470,0.99,0.44,0.34,0.42,0.36,True
a285,x1653,0.53,0.11,0.49,0.7,0.8,True
a286,x2553,0.77,0.47,0.97,0.34,0.36,True
a286,x261,0.65,0.49,0.23,0.9,0.64,True
a286,x2351,0.98,0.4,0.4,0.61,0.71,False
a286,x2765,0.73,0.35,0.29,0.45,0.75,False
a286,x1627,0.66,0.26,0.91,0.63,0.27,False
a286,x713,0.59,0.27,0.59,0.56,0.52,False
a286,x1842,0.86,0.15,0.57,0.83,0.75,False
a286,x897,0.72,0.2,0.26,0.62,0.84,False
a286,x497,0.98,0.43,0.61,0.72,0.81,True
a286,x601,0.95,0.34,0.22,0.57,0.59,False
a286,x2510,0.91,0.3,0.87,0.43,0.97,False
a286,x1442,0.76,0.23,0.47,0.61,0.25,True
a286,x1647,0.77,0.47,0.49,0.72,0.96,False
a286,x204,0.65,0.5,0.73,0.79,0.36,False
a286,x190,0.84,0.41,0.32,0.63,0.99,True
a286,x2389,0.76,0.13,0.48,0.98,0.36,False
a286,x611,0.57,0.35,0.64,0.67,0.41,True
a286,x1676,0.62,0.45,0.39,0.65,0.46,False
a286,x2925,0.98,0.22,0.92,0.72,0.28,True
a286,x412,0.89,0.48,0.76,0.32,0.35,True
a287,x1509,0.82,0.49,0.7,0.8,0.23,False
a287,x1643,0.55,0.47,0.91,0.72,0.72,True
a287,x2538,0.56,0.47,0.97,0.54,0.76,False
a287,x307,0.52,0.34,0.34,0.69,0.41,True
a287,x2012,0.93,0.11,0.41,0.88,0.57,True
a287,x2642,0.98,0.43,0.69,0.74,0.64,False
a287,x446,0.65,0.47,0.84,0.48,0.43,False
a287,x894,0.6,0.41,0.79,0.67,0.63,False
a287,x599,0.94,0.24,0.99,0.63,0.72,True
a287,x1567,0.86,0.39,0.29,0.43,0.57,True
a287,x2922,0.89,0.16,0.8,0.39,0.99,True
a287,x1140,0.68,0.3,0.35,0.58,0.4,True
a287,x636,0.81,0.44,0.39,0.89,0.76,False
a287,x1236,0.62,0.12,0.59,0.73,0.32,True
a287,x82,0.91,0.22,0.54,0.94,0.21,False
a287,x346,0.98,0.34,0.63,0.45,0.93,True
a287,x1511,0.63,0.35,0.74,0.78,0.33,False
a287,x75,0.92,0.31,0.52,0.55,0.45,False
a288,x2316,0.79,0.17,0.35,0.59,0.41,True
a288,x950,0.64,0.37,0.49,0.86,0.67,False
a288,x2557,0.51,0.43,0.72,0.85,0.37,False
a288,x870,0.51,0.44,0.55,0.49,0.31,False
a288,x2697,0.94,0.28,0.78,0.79,0.92,False
a288,x971,0.81,0.47,0.27,0.47,0.22,True
a288,x25,0.8,0.45,0.39,0.38,0.23,False
a288,x2319,0.6,0.35,0.85,0.5,0.59,True
a288,x1687,0.51,0.48,0.25,0.75,0.33,True
a288,x2115,0.53,0.11,0.47,0.4,0.86,False
a288,x2423,0.73,0.41,0.97,0.81,0.87,False
a288,x1009,0.73,0.29,0.37,0.61,0.85,False
a288,x1291,0.68,0.49,0.75,0.69,0.86,False
a288,x1429,0.71,0.14,0.67,0.45,0.53,False
a288,x1038,0.95,0.31,0.92,0.31,0.69,True
a288,x369,0.55,0.46,0.62,0.8,0.34,False
a288,x2244,0.61,0.36,0.26,0.69,0.87,True
a288,x2178,0.76,0.3,0.86,0.8,0.27,False
a289,x2583,0.81,0.17,0.66,0.43,0.96,True
a289,x2365,0.8,0.45,0.27,0.54,0.75,False
a289,x979,0.57,0.49,0.53,0.41,0.21,True
a289,x492,0.52,0.46,0.85,0.38,0.29,False
a289,x1966,0.51,0.23,0.95,0.36,0.48,False
a289,x764,0.53,0.21,0.39,0.97,0.79,True
a289,x46,0.55,0.16,0.49,0.72,0.85,True
a289,x730,0.53,0.24,0.26,0.53,0.75,True
a289,x2817,0.67,0.13,0.92,0.75,0.52,False
a289,x405,0.75,0.46,0.78,0.88,0.7,True
a289,x2140,0.76,0.47,0.41,0.92,0.2,False
a289,x2081,0.79,0.46,0.63,0.64,0.62,True
a289,x600,0.78,0.34,0.65,0.53,0.46,False
a289,x2709,0.52,0.27,0.68,0.78,0.52,True
a289,x2458,0.6,0.34,0.94,0.92,0.9,True
a289,x1701,0.83,0.34,0.22,0.71,0.83,True
a289,x568,0.91,0.47,0.6,0.8,0.44,False
a289,x2514,0.77,0.49,0.48,0.59,0.88,True
a289,x1943,0.52,0.36,0.23,0.34,0.41,True
